parent	child	length
99980 Enzymes with EC numbers	K00809	1.0
99980 Enzymes with EC numbers	K09134	1.0
99980 Enzymes with EC numbers	K15527	1.0
99980 Enzymes with EC numbers	K18787	1.0
99980 Enzymes with EC numbers	K21153	1.0
99980 Enzymes with EC numbers	K21151	1.0
99980 Enzymes with EC numbers	K21678	1.0
99980 Enzymes with EC numbers	K21152	1.0
99980 Enzymes with EC numbers	K21339	1.0
99980 Enzymes with EC numbers	K21340	1.0
99980 Enzymes with EC numbers	K21341	1.0
99980 Enzymes with EC numbers	K07057	1.0
99980 Enzymes with EC numbers	K21590	1.0
99980 Enzymes with EC numbers	K21605	1.0
99980 Enzymes with EC numbers	K21587	1.0
99980 Enzymes with EC numbers	K06898	1.0
99980 Enzymes with EC numbers	K13292	1.0
99980 Enzymes with EC numbers	K22841	1.0
99980 Enzymes with EC numbers	K23155	1.0
99980 Enzymes with EC numbers	K15911	1.0
99980 Enzymes with EC numbers	K25920	1.0
99980 Enzymes with EC numbers	K25921	1.0
99980 Enzymes with EC numbers	K00810	1.0
99980 Enzymes with EC numbers	K11210	1.0
99980 Enzymes with EC numbers	K22119	1.0
99980 Enzymes with EC numbers	K07557	1.0
99980 Enzymes with EC numbers	K21585	1.0
99980 Enzymes with EC numbers	K23397	1.0
99980 Enzymes with EC numbers	K20084	1.0
99980 Enzymes with EC numbers	K00843	1.0
99980 Enzymes with EC numbers	K06936	1.0
99980 Enzymes with EC numbers	K19430	1.0
99980 Enzymes with EC numbers	K22121	1.0
99980 Enzymes with EC numbers	K19583	1.0
99980 Enzymes with EC numbers	K18673	1.0
99980 Enzymes with EC numbers	K19386	1.0
99980 Enzymes with EC numbers	K13059	1.0
99980 Enzymes with EC numbers	K15522	1.0
99980 Enzymes with EC numbers	K15523	1.0
99980 Enzymes with EC numbers	K03734	1.0
99980 Enzymes with EC numbers	K18678	1.0
99980 Enzymes with EC numbers	K18478	1.0
99980 Enzymes with EC numbers	K20901	1.0
99980 Enzymes with EC numbers	K20902	1.0
99980 Enzymes with EC numbers	K21056	1.0
99980 Enzymes with EC numbers	K00862	1.0
99980 Enzymes with EC numbers	K21948	1.0
99980 Enzymes with EC numbers	K10710	1.0
99980 Enzymes with EC numbers	K22129	1.0
99980 Enzymes with EC numbers	K23147	1.0
99980 Enzymes with EC numbers	K23148	1.0
99980 Enzymes with EC numbers	K22723	1.0
99980 Enzymes with EC numbers	K22725	1.0
99980 Enzymes with EC numbers	K23983	1.0
99980 Enzymes with EC numbers	K23247	1.0
99980 Enzymes with EC numbers	K25043	1.0
99980 Enzymes with EC numbers	K25231	1.0
99980 Enzymes with EC numbers	K25602	1.0
99980 Enzymes with EC numbers	K25765	1.0
99980 Enzymes with EC numbers	K00924	1.0
99980 Enzymes with EC numbers	K05715	1.0
99980 Enzymes with EC numbers	K07030	1.0
99980 Enzymes with EC numbers	K22424	1.0
99980 Enzymes with EC numbers	K20115	1.0
99980 Enzymes with EC numbers	K09773	1.0
99980 Enzymes with EC numbers	K23753	1.0
99980 Enzymes with EC numbers	K02334	1.0
99980 Enzymes with EC numbers	K00982	1.0
99980 Enzymes with EC numbers	K00986	1.0
99980 Enzymes with EC numbers	K13291	1.0
99980 Enzymes with EC numbers	K13069	1.0
99980 Enzymes with EC numbers	K18967	1.0
99980 Enzymes with EC numbers	K13934	1.0
99980 Enzymes with EC numbers	K15630	1.0
99980 Enzymes with EC numbers	K07067	1.0
99980 Enzymes with EC numbers	K18672	1.0
99980 Enzymes with EC numbers	K21284	1.0
99980 Enzymes with EC numbers	K22837	1.0
99980 Enzymes with EC numbers	K01009	1.0
99980 Enzymes with EC numbers	K08997	1.0
99980 Enzymes with EC numbers	K11442	1.0
99980 Enzymes with EC numbers	K23092	1.0
99980 Enzymes with EC numbers	K25555	1.0
99980 Enzymes with EC numbers	K01002	1.0
99980 Enzymes with EC numbers	K15915	1.0
99980 Enzymes with EC numbers	K17884	1.0
99980 Enzymes with EC numbers	K08244	1.0
99980 Enzymes with EC numbers	K15535	1.0
99980 Enzymes with EC numbers	K22579	1.0
99980 Enzymes with EC numbers	K08252	1.0
99980 Enzymes with EC numbers	K08253	1.0
99980 Enzymes with EC numbers	K06379	1.0
99980 Enzymes with EC numbers	K08282	1.0
99980 Enzymes with EC numbers	K00906	1.0
99980 Enzymes with EC numbers	K08240	1.0
99980 Enzymes with EC numbers	K05960	1.0
99980 Enzymes with EC numbers	K06023	1.0
99980 Enzymes with EC numbers	K08286	1.0
99980 Enzymes with EC numbers	K08287	1.0
99980 Enzymes with EC numbers	K10819	1.0
99980 Enzymes with EC numbers	K19405	1.0
99980 Enzymes with EC numbers	K01013	1.0
99980 Enzymes with EC numbers	K16949	1.0
99980 Enzymes with EC numbers	K01021	1.0
99980 Enzymes with EC numbers	K22218	1.0
99980 Enzymes with EC numbers	K01023	1.0
99980 Enzymes with EC numbers	K21015	1.0
99980 Enzymes with EC numbers	K21014	1.0
99980 Enzymes with EC numbers	K22312	1.0
99980 Enzymes with EC numbers	K22905	1.0
99980 Enzymes with EC numbers	K01025	1.0
99980 Enzymes with EC numbers	K11823	1.0
99980 Enzymes with EC numbers	K22523	1.0
99980 Enzymes with EC numbers	K18703	1.0
99980 Enzymes with EC numbers	K07749	1.0
99980 Enzymes with EC numbers	K18702	1.0
99980 Enzymes with EC numbers	K18313	1.0
99980 Enzymes with EC numbers	K08298	1.0
99980 Enzymes with EC numbers	K20882	1.0
99980 Enzymes with EC numbers	K25761	1.0
99980 Enzymes with EC numbers	K18701	1.0
99980 Enzymes with EC numbers	K19426	1.0
99980 Enzymes with EC numbers	K19428	1.0
99980 Enzymes with EC numbers	K19431	1.0
99980 Enzymes with EC numbers	K03928	1.0
99980 Enzymes with EC numbers	K15743	1.0
99980 Enzymes with EC numbers	K24085	1.0
99980 Enzymes with EC numbers	K13278	1.0
99980 Enzymes with EC numbers	K01050	1.0
99980 Enzymes with EC numbers	K10759	1.0
99980 Enzymes with EC numbers	K05970	1.0
99980 Enzymes with EC numbers	K05972	1.0
99980 Enzymes with EC numbers	K09252	1.0
99980 Enzymes with EC numbers	K21016	1.0
99980 Enzymes with EC numbers	K08095	1.0
99980 Enzymes with EC numbers	K22249	1.0
99980 Enzymes with EC numbers	K22250	1.0
99980 Enzymes with EC numbers	K01065	1.0
99980 Enzymes with EC numbers	K21017	1.0
99980 Enzymes with EC numbers	K15530	1.0
99980 Enzymes with EC numbers	K21018	1.0
99980 Enzymes with EC numbers	K20992	1.0
99980 Enzymes with EC numbers	K20993	1.0
99980 Enzymes with EC numbers	K20991	1.0
99980 Enzymes with EC numbers	K20759	1.0
99980 Enzymes with EC numbers	K22580	1.0
99980 Enzymes with EC numbers	K23149	1.0
99980 Enzymes with EC numbers	K23518	1.0
99980 Enzymes with EC numbers	K23721	1.0
99980 Enzymes with EC numbers	K07214	1.0
99980 Enzymes with EC numbers	K23722	1.0
99980 Enzymes with EC numbers	K23723	1.0
99980 Enzymes with EC numbers	K23978	1.0
99980 Enzymes with EC numbers	K23246	1.0
99980 Enzymes with EC numbers	K25010	1.0
99980 Enzymes with EC numbers	K13619	1.0
99980 Enzymes with EC numbers	K01066	1.0
99980 Enzymes with EC numbers	K02352	1.0
99980 Enzymes with EC numbers	K03929	1.0
99980 Enzymes with EC numbers	K03930	1.0
99980 Enzymes with EC numbers	K13357	1.0
99980 Enzymes with EC numbers	K14350	1.0
99980 Enzymes with EC numbers	K14351	1.0
99980 Enzymes with EC numbers	K16814	1.0
99980 Enzymes with EC numbers	K19311	1.0
99980 Enzymes with EC numbers	K19404	1.0
99980 Enzymes with EC numbers	K19406	1.0
99980 Enzymes with EC numbers	K24210	1.0
99980 Enzymes with EC numbers	K24215	1.0
99980 Enzymes with EC numbers	K24216	1.0
99980 Enzymes with EC numbers	K01073	1.0
99980 Enzymes with EC numbers	K18700	1.0
99980 Enzymes with EC numbers	K07107	1.0
99980 Enzymes with EC numbers	K22713	1.0
99980 Enzymes with EC numbers	K14395	1.0
99980 Enzymes with EC numbers	K19283	1.0
99980 Enzymes with EC numbers	K19284	1.0
99980 Enzymes with EC numbers	K15781	1.0
99980 Enzymes with EC numbers	K01090	1.0
99980 Enzymes with EC numbers	K06382	1.0
99980 Enzymes with EC numbers	K07313	1.0
99980 Enzymes with EC numbers	K07314	1.0
99980 Enzymes with EC numbers	K02101	1.0
99980 Enzymes with EC numbers	K07757	1.0
99980 Enzymes with EC numbers	K22315	1.0
99980 Enzymes with EC numbers	K01104	1.0
99980 Enzymes with EC numbers	K22200	1.0
99980 Enzymes with EC numbers	K01111	1.0
99980 Enzymes with EC numbers	K05978	1.0
99980 Enzymes with EC numbers	K13086	1.0
99980 Enzymes with EC numbers	K15529	1.0
99980 Enzymes with EC numbers	K22306	1.0
99980 Enzymes with EC numbers	K07053	1.0
99980 Enzymes with EC numbers	K23984	1.0
99980 Enzymes with EC numbers	K07015	1.0
99980 Enzymes with EC numbers	K08296	1.0
99980 Enzymes with EC numbers	K09116	1.0
99980 Enzymes with EC numbers	K21403	1.0
99980 Enzymes with EC numbers	K22904	1.0
99980 Enzymes with EC numbers	K23114	1.0
99980 Enzymes with EC numbers	K24854	1.0
99980 Enzymes with EC numbers	K01124	1.0
99980 Enzymes with EC numbers	K19179	1.0
99980 Enzymes with EC numbers	K13243	1.0
99980 Enzymes with EC numbers	K13244	1.0
99980 Enzymes with EC numbers	K22927	1.0
99980 Enzymes with EC numbers	K01128	1.0
99980 Enzymes with EC numbers	K07037	1.0
99980 Enzymes with EC numbers	K07814	1.0
99980 Enzymes with EC numbers	K25135	1.0
99980 Enzymes with EC numbers	K01133	1.0
99980 Enzymes with EC numbers	K25227	1.0
99980 Enzymes with EC numbers	K01138	1.0
99980 Enzymes with EC numbers	K12374	1.0
99980 Enzymes with EC numbers	K12375	1.0
99980 Enzymes with EC numbers	K12376	1.0
99980 Enzymes with EC numbers	K14607	1.0
99980 Enzymes with EC numbers	K22313	1.0
99980 Enzymes with EC numbers	K24668	1.0
99980 Enzymes with EC numbers	K01150	1.0
99980 Enzymes with EC numbers	K11994	1.0
99980 Enzymes with EC numbers	K03424	1.0
99980 Enzymes with EC numbers	K11995	1.0
99980 Enzymes with EC numbers	K01161	1.0
99980 Enzymes with EC numbers	K05985	1.0
99980 Enzymes with EC numbers	K16640	1.0
99980 Enzymes with EC numbers	K01174	1.0
99980 Enzymes with EC numbers	K01175	1.0
99980 Enzymes with EC numbers	K06362	1.0
99980 Enzymes with EC numbers	K06367	1.0
99980 Enzymes with EC numbers	K06368	1.0
99980 Enzymes with EC numbers	K07503	1.0
99980 Enzymes with EC numbers	K11750	1.0
99980 Enzymes with EC numbers	K14648	1.0
99980 Enzymes with EC numbers	K18398	1.0
99980 Enzymes with EC numbers	K18399	1.0
99980 Enzymes with EC numbers	K20542	1.0
99980 Enzymes with EC numbers	K01180	1.0
99980 Enzymes with EC numbers	K22245	1.0
99980 Enzymes with EC numbers	K01181	1.0
99980 Enzymes with EC numbers	K01185	1.0
99980 Enzymes with EC numbers	K20845	1.0
99980 Enzymes with EC numbers	K05989	1.0
99980 Enzymes with EC numbers	K08254	1.0
99980 Enzymes with EC numbers	K22253	1.0
99980 Enzymes with EC numbers	K01215	1.0
99980 Enzymes with EC numbers	K01216	1.0
99980 Enzymes with EC numbers	K25108	1.0
99980 Enzymes with EC numbers	K22276	1.0
99980 Enzymes with EC numbers	K22277	1.0
99980 Enzymes with EC numbers	K01219	1.0
99980 Enzymes with EC numbers	K18650	1.0
99980 Enzymes with EC numbers	K20846	1.0
99980 Enzymes with EC numbers	K01224	1.0
99980 Enzymes with EC numbers	K20847	1.0
99980 Enzymes with EC numbers	K17624	1.0
99980 Enzymes with EC numbers	K06113	1.0
99980 Enzymes with EC numbers	K22078	1.0
99980 Enzymes with EC numbers	K22279	1.0
99980 Enzymes with EC numbers	K05991	1.0
99980 Enzymes with EC numbers	K15538	1.0
99980 Enzymes with EC numbers	K21575	1.0
99980 Enzymes with EC numbers	K15924	1.0
99980 Enzymes with EC numbers	K01235	1.0
99980 Enzymes with EC numbers	K07759	1.0
99980 Enzymes with EC numbers	K11687	1.0
99980 Enzymes with EC numbers	K18651	1.0
99980 Enzymes with EC numbers	K18576	1.0
99980 Enzymes with EC numbers	K18577	1.0
99980 Enzymes with EC numbers	K20848	1.0
99980 Enzymes with EC numbers	K20849	1.0
99980 Enzymes with EC numbers	K18578	1.0
99980 Enzymes with EC numbers	K15531	1.0
99980 Enzymes with EC numbers	K20850	1.0
99980 Enzymes with EC numbers	K20851	1.0
99980 Enzymes with EC numbers	K20852	1.0
99980 Enzymes with EC numbers	K20853	1.0
99980 Enzymes with EC numbers	K18579	1.0
99980 Enzymes with EC numbers	K20833	1.0
99980 Enzymes with EC numbers	K25649	1.0
99980 Enzymes with EC numbers	K18580	1.0
99980 Enzymes with EC numbers	K15532	1.0
99980 Enzymes with EC numbers	K20829	1.0
99980 Enzymes with EC numbers	K01811	1.0
99980 Enzymes with EC numbers	K15925	1.0
99980 Enzymes with EC numbers	K20830	1.0
99980 Enzymes with EC numbers	K20831	1.0
99980 Enzymes with EC numbers	K18581	1.0
99980 Enzymes with EC numbers	K20832	1.0
99980 Enzymes with EC numbers	K18205	1.0
99980 Enzymes with EC numbers	K20834	1.0
99980 Enzymes with EC numbers	K18206	1.0
99980 Enzymes with EC numbers	K20835	1.0
99980 Enzymes with EC numbers	K20836	1.0
99980 Enzymes with EC numbers	K21065	1.0
99980 Enzymes with EC numbers	K21132	1.0
99980 Enzymes with EC numbers	K15922	1.0
99980 Enzymes with EC numbers	K21606	1.0
99980 Enzymes with EC numbers	K22307	1.0
99980 Enzymes with EC numbers	K22308	1.0
99980 Enzymes with EC numbers	K22425	1.0
99980 Enzymes with EC numbers	K23086	1.0
99980 Enzymes with EC numbers	K23979	1.0
99980 Enzymes with EC numbers	K24100	1.0
99980 Enzymes with EC numbers	K24289	1.0
99980 Enzymes with EC numbers	K25603	1.0
99980 Enzymes with EC numbers	K25766	1.0
99980 Enzymes with EC numbers	K25767	1.0
99980 Enzymes with EC numbers	K01238	1.0
99980 Enzymes with EC numbers	K03931	1.0
99980 Enzymes with EC numbers	K12310	1.0
99980 Enzymes with EC numbers	K15524	1.0
99980 Enzymes with EC numbers	K16559	1.0
99980 Enzymes with EC numbers	K24727	1.0
99980 Enzymes with EC numbers	K25543	1.0
99980 Enzymes with EC numbers	K01245	1.0
99980 Enzymes with EC numbers	K05521	1.0
99980 Enzymes with EC numbers	K03653	1.0
99980 Enzymes with EC numbers	K09935	1.0
99980 Enzymes with EC numbers	K22522	1.0
99980 Enzymes with EC numbers	K22928	1.0
99980 Enzymes with EC numbers	K20837	1.0
99980 Enzymes with EC numbers	K24697	1.0
99980 Enzymes with EC numbers	K01286	1.0
99980 Enzymes with EC numbers	K23355	1.0
99980 Enzymes with EC numbers	K22314	1.0
99980 Enzymes with EC numbers	K14744	1.0
99980 Enzymes with EC numbers	K14745	1.0
99980 Enzymes with EC numbers	K01447	1.0
99980 Enzymes with EC numbers	K01449	1.0
99980 Enzymes with EC numbers	K22409	1.0
99980 Enzymes with EC numbers	K01459	1.0
99980 Enzymes with EC numbers	K06015	1.0
99980 Enzymes with EC numbers	K01461	1.0
99980 Enzymes with EC numbers	K20817	1.0
99980 Enzymes with EC numbers	K01462	1.0
99980 Enzymes with EC numbers	K07047	1.0
99980 Enzymes with EC numbers	K07116	1.0
99980 Enzymes with EC numbers	K19176	1.0
99980 Enzymes with EC numbers	K18540	1.0
99980 Enzymes with EC numbers	K18457	1.0
99980 Enzymes with EC numbers	K15525	1.0
99980 Enzymes with EC numbers	K22278	1.0
99980 Enzymes with EC numbers	K03478	1.0
99980 Enzymes with EC numbers	K18454	1.0
99980 Enzymes with EC numbers	K18458	1.0
99980 Enzymes with EC numbers	K18455	1.0
99980 Enzymes with EC numbers	K14662	1.0
99980 Enzymes with EC numbers	K21286	1.0
99980 Enzymes with EC numbers	K21287	1.0
99980 Enzymes with EC numbers	K11206	1.0
99980 Enzymes with EC numbers	K23726	1.0
99980 Enzymes with EC numbers	K09900	1.0
99980 Enzymes with EC numbers	K22408	1.0
99980 Enzymes with EC numbers	K25604	1.0
99980 Enzymes with EC numbers	K01463	1.0
99980 Enzymes with EC numbers	K01567	1.0
99980 Enzymes with EC numbers	K14659	1.0
99980 Enzymes with EC numbers	K14663	1.0
99980 Enzymes with EC numbers	K21478	1.0
99980 Enzymes with EC numbers	K22135	1.0
99980 Enzymes with EC numbers	K23465	1.0
99980 Enzymes with EC numbers	K24153	1.0
99980 Enzymes with EC numbers	K24159	1.0
99980 Enzymes with EC numbers	K24161	1.0
99980 Enzymes with EC numbers	K24162	1.0
99980 Enzymes with EC numbers	K20816	1.0
99980 Enzymes with EC numbers	K01475	1.0
99980 Enzymes with EC numbers	K01481	1.0
99980 Enzymes with EC numbers	K18459	1.0
99980 Enzymes with EC numbers	K18456	1.0
99980 Enzymes with EC numbers	K21589	1.0
99980 Enzymes with EC numbers	K18772	1.0
99980 Enzymes with EC numbers	K18773	1.0
99980 Enzymes with EC numbers	K20766	1.0
99980 Enzymes with EC numbers	K20760	1.0
99980 Enzymes with EC numbers	K20761	1.0
99980 Enzymes with EC numbers	K20762	1.0
99980 Enzymes with EC numbers	K20763	1.0
99980 Enzymes with EC numbers	K20764	1.0
99980 Enzymes with EC numbers	K09022	1.0
99980 Enzymes with EC numbers	K20931	1.0
99980 Enzymes with EC numbers	K02080	1.0
99980 Enzymes with EC numbers	K10708	1.0
99980 Enzymes with EC numbers	K06018	1.0
99980 Enzymes with EC numbers	K18446	1.0
99980 Enzymes with EC numbers	K01526	1.0
99980 Enzymes with EC numbers	K08077	1.0
99980 Enzymes with EC numbers	K07766	1.0
99980 Enzymes with EC numbers	K03207	1.0
99980 Enzymes with EC numbers	K11938	1.0
99980 Enzymes with EC numbers	K12944	1.0
99980 Enzymes with EC numbers	K12945	1.0
99980 Enzymes with EC numbers	K14643	1.0
99980 Enzymes with EC numbers	K18665	1.0
99980 Enzymes with EC numbers	K19597	1.0
99980 Enzymes with EC numbers	K22530	1.0
99980 Enzymes with EC numbers	K22531	1.0
99980 Enzymes with EC numbers	K25422	1.0
99980 Enzymes with EC numbers	K03924	1.0
99980 Enzymes with EC numbers	K03578	1.0
99980 Enzymes with EC numbers	K03579	1.0
99980 Enzymes with EC numbers	K13026	1.0
99980 Enzymes with EC numbers	K19466	1.0
99980 Enzymes with EC numbers	K06944	1.0
99980 Enzymes with EC numbers	K07588	1.0
99980 Enzymes with EC numbers	K22906	1.0
99980 Enzymes with EC numbers	K20765	1.0
99980 Enzymes with EC numbers	K23519	1.0
99980 Enzymes with EC numbers	K01559	1.0
99980 Enzymes with EC numbers	K21566	1.0
99980 Enzymes with EC numbers	K20201	1.0
99980 Enzymes with EC numbers	K01112	1.0
99980 Enzymes with EC numbers	K05977	1.0
99980 Enzymes with EC numbers	K19966	1.0
99980 Enzymes with EC numbers	K20499	1.0
99980 Enzymes with EC numbers	K22576	1.0
99980 Enzymes with EC numbers	K22205	1.0
99980 Enzymes with EC numbers	K07002	1.0
99980 Enzymes with EC numbers	K13281	1.0
99980 Enzymes with EC numbers	K15720	1.0
99980 Enzymes with EC numbers	K22213	1.0
99980 Enzymes with EC numbers	K06033	1.0
99980 Enzymes with EC numbers	K18427	1.0
99980 Enzymes with EC numbers	K18428	1.0
99980 Enzymes with EC numbers	K10028	1.0
99980 Enzymes with EC numbers	K13932	1.0
99980 Enzymes with EC numbers	K13933	1.0
99980 Enzymes with EC numbers	K22130	1.0
99980 Enzymes with EC numbers	K22464	1.0
99980 Enzymes with EC numbers	K22318	1.0
99980 Enzymes with EC numbers	K25044	1.0
99980 Enzymes with EC numbers	K23248	1.0
99980 Enzymes with EC numbers	K24268	1.0
99980 Enzymes with EC numbers	K13727	1.0
99980 Enzymes with EC numbers	K21431	1.0
99980 Enzymes with EC numbers	K01671	1.0
99980 Enzymes with EC numbers	K24269	1.0
99980 Enzymes with EC numbers	K08313	1.0
99980 Enzymes with EC numbers	K08314	1.0
99980 Enzymes with EC numbers	K11259	1.0
99980 Enzymes with EC numbers	K18425	1.0
99980 Enzymes with EC numbers	K18314	1.0
99980 Enzymes with EC numbers	K25623	1.0
99980 Enzymes with EC numbers	K14331	1.0
99980 Enzymes with EC numbers	K03716	1.0
99980 Enzymes with EC numbers	K22953	1.0
99980 Enzymes with EC numbers	K11390	1.0
99980 Enzymes with EC numbers	K10254	1.0
99980 Enzymes with EC numbers	K22209	1.0
99980 Enzymes with EC numbers	K17757	1.0
99980 Enzymes with EC numbers	K17740	1.0
99980 Enzymes with EC numbers	K20613	1.0
99980 Enzymes with EC numbers	K21899	1.0
99980 Enzymes with EC numbers	K19658	1.0
99980 Enzymes with EC numbers	K19659	1.0
99980 Enzymes with EC numbers	K20614	1.0
99980 Enzymes with EC numbers	K17758	1.0
99980 Enzymes with EC numbers	K23997	1.0
99980 Enzymes with EC numbers	K18115	1.0
99980 Enzymes with EC numbers	K20615	1.0
99980 Enzymes with EC numbers	K08299	1.0
99980 Enzymes with EC numbers	K18684	1.0
99980 Enzymes with EC numbers	K20025	1.0
99980 Enzymes with EC numbers	K20026	1.0
99980 Enzymes with EC numbers	K20022	1.0
99980 Enzymes with EC numbers	K20903	1.0
99980 Enzymes with EC numbers	K20904	1.0
99980 Enzymes with EC numbers	K23042	1.0
99980 Enzymes with EC numbers	K23110	1.0
99980 Enzymes with EC numbers	K23111	1.0
99980 Enzymes with EC numbers	K25255	1.0
99980 Enzymes with EC numbers	K25596	1.0
99980 Enzymes with EC numbers	K01726	1.0
99980 Enzymes with EC numbers	K25621	1.0
99980 Enzymes with EC numbers	K25622	1.0
99980 Enzymes with EC numbers	K01727	1.0
99980 Enzymes with EC numbers	K19049	1.0
99980 Enzymes with EC numbers	K19050	1.0
99980 Enzymes with EC numbers	K19051	1.0
99980 Enzymes with EC numbers	K19052	1.0
99980 Enzymes with EC numbers	K01732	1.0
99980 Enzymes with EC numbers	K10677	1.0
99980 Enzymes with EC numbers	K19053	1.0
99980 Enzymes with EC numbers	K08961	1.0
99980 Enzymes with EC numbers	K18195	1.0
99980 Enzymes with EC numbers	K18197	1.0
99980 Enzymes with EC numbers	K18198	1.0
99980 Enzymes with EC numbers	K20610	1.0
99980 Enzymes with EC numbers	K20525	1.0
